State,FIPS,inc.2008,inc.2009,inc.2010,inc.2011,inc.2012,inc.3yr,inc.5yr,pop.5y,inc.rate,harm.rate,Number; SEX AND AGE - Total population,Percent; SEX AND AGE - Total population - 10 to 14 years,Percent; SEX AND AGE - Total population - 15 to 19 years,Percent; SEX AND AGE - Total population - 55 to 59 years,Percent; SEX AND AGE - Total population - 60 to 64 years,Percent; RACE - Total population - One Race - White,Percent; RACE - Total population - One Race - Black or African American,Percent; RACE - Total population - One Race - Asian,Percent; HISPANIC OR LATINO - Total population - Hispanic or Latino (of any race),Percent; RELATIONSHIP - Total population - In households - Other relatives - Under 18 years,Percent; RELATIONSHIP - Total population - In households - Other relatives - 65 years and over,Percent; RELATIONSHIP - Total population - In households - Nonrelatives,Percent; RELATIONSHIP - Total population - In households - Nonrelatives - Unmarried partner,Percent; RELATIONSHIP - Total population - In group quarters - Institutionalized population,Percent; HOUSEHOLDS BY TYPE - Total households - Family households (families) [7],Percent; HOUSING OCCUPANCY - Total housing units - Vacant housing units,Divorce,Marriage,Percent; HOUSEHOLDS BY TYPE - Family households (families) - Married-couple family,Percent; HOUSEHOLDS BY TYPE - Nonfamily households - Householder living alone,Percent; HOUSEHOLDS BY TYPE - Households with one or more people 65 years and over,Estimate; HOUSEHOLDS BY TYPE - Average household size,Estimate; HOUSEHOLDS BY TYPE - Average family size,Percent Margin of Error; RELATIONSHIP - Nonrelatives,Percent; RELATIONSHIP - Nonrelatives - Unmarried partner,Percent; MARITAL STATUS - Never married,"Percent; MARITAL STATUS - Now married, except separated",Percent; MARITAL STATUS - Separated,Percent; MARITAL STATUS - Widowed,Percent; MARITAL STATUS - Divorced,"Estimate; FERTILITY - Per 1,000 women 15 to 50 years old",Percent; GRANDPARENTS - Responsible for grandchildren,Percent; EDUCATIONAL ATTAINMENT - Less than 9th grade,"Percent; EDUCATIONAL ATTAINMENT - 9th to 12th grade, no diploma",Percent; EDUCATIONAL ATTAINMENT - High school graduate (includes equivalency),"Percent; EDUCATIONAL ATTAINMENT - Some college, no degree",Percent; EDUCATIONAL ATTAINMENT - Bachelor's degree,Percent; EDUCATIONAL ATTAINMENT - Graduate or professional degree,Percent; EDUCATIONAL ATTAINMENT - Percent high school graduate or higher,Percent; EDUCATIONAL ATTAINMENT - Percent bachelor's degree or higher,Percent; VETERAN STATUS - Civilian veterans,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - With a disability,Percent; RESIDENCE 1 YEAR AGO - Same house,Percent; PLACE OF BIRTH - Native - Born in United States - State of residence,Percent; PLACE OF BIRTH - Foreign born,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - In labor force - Armed Forces,Percent; EMPLOYMENT STATUS - Percent Unemployed,Percent; EMPLOYMENT STATUS - In labor force,Percent; EMPLOYMENT STATUS - All parents in family in labor force,Percent; CLASS OF WORKER - Government workers,Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars),Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families,Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years,Percent; HOUSING OCCUPANCY - Vacant housing units,Estimate; VALUE - Median (dollars),Estimate; GROSS RENT - Median (dollars)
5,5111,0,0,0,0,1,1,1,123442,8.100970496,0,24583,7,6.9,6.8,6.2,89.9,7.2,0.2,2.2,3.8,0.7,4.1,2.3,1.2,69.7,10.7,31.7486841,29.85074627,47.2,30.3,31.7,2.65,3.27,5.3,1.7,26.9,49.9,1.5,5.1,16.6,57,N,10.9,16.1,41.2,19.9,5.6,2,73,7.6,9.2,19.5,78.5,74.9,0.9,55.5,0.1,15.9,48.3,68.5,14,30016,39548,22.6,80.1,24,39.6,17,66000,521
5,5113,0,1,0,0,0,0,1,102290,9.776126699,0,20662,6.9,6.5,7.2,7.1,92.7,0.3,0.5,5.8,2.3,0.7,3.7,1.9,0.7,69.6,15.5,27.05555023,59.7309417,48.3,28.1,36.1,2.52,3.1,3.4,1.7,25,53.2,1,5.1,15.6,97,N,5.8,10.6,34.9,28.9,8.6,4.2,83.6,12.8,13.6,25.2,92,49.5,2.9,53.7,0,8.3,46.5,42.1,16.9,32830,48422,21.4,78.7,14.6,32.8,19.1,85300,501
5,5115,1,0,0,0,0,0,1,305979,3.268198144,100,61754,6.3,8.8,6,5.4,89.5,2.9,1,6.7,2.2,0.6,5.1,2.2,0.9,69.2,8.6,30.91852855,34.1890741,54,25.1,24.4,2.64,3.15,3.9,1.6,31.7,54.8,1,2.5,10.1,56,65.6,6.7,10.7,33.7,22.6,14.3,7,82.6,21.3,9.7,15.2,82.6,63.2,3.2,62.2,0,7.2,57.9,61.7,15.1,39471,52170,13.5,83.9,14.9,23,12.1,111300,606
5,5119,0,7,6,6,4,16,23,1912772,12.02443365,26.086957,382748,6.6,6.2,6.7,5.5,57.5,35,2,5.8,2.7,0.7,5.4,2.4,1.3,62,9.6,22.85751037,30.55982775,40.1,33,21.5,2.46,3.16,5.5,1.7,36.4,46.9,2.6,2.4,11.8,54,45.2,3.3,7.5,27.5,23.4,20.4,11.5,89.2,31.9,10.9,12.7,83,66.5,5.3,65.4,0.8,8.8,61.8,66.1,21.4,45256,63885,13.5,84.2,12.7,21.1,12.9,143300,759
5,5123,1,1,0,0,0,0,2,132974,15.04053424,0,28258,6.6,6.6,6.5,5.7,44.2,51.9,0.5,4.1,4,0.7,3.5,2,14.3,67.9,11.8,22.18173176,33.05118904,39.7,26.3,27,2.53,3.07,3.1,2.4,35.3,41.5,4.9,1.7,16.6,71,71,7.5,14.3,35.1,23.4,8.1,5.3,78.1,13.3,9,19.8,81.7,65.4,2.2,51.1,0,13.3,55.6,71.3,28.4,32771,43622,25.8,82.2,22.7,37.3,12.5,67400,590
5,5125,0,0,0,1,0,1,1,355490,2.81301865,0,107118,7,6.2,6.3,6.1,90.5,4.7,0.9,3.8,2.4,0.7,3.9,1.9,0.9,74,7.5,25.46778737,28.77183577,57.4,23.3,27.7,2.59,3.05,3.7,1.5,23.4,62,0.9,2.6,11.1,38,50.3,2.8,8.3,35.5,23.4,16.1,6.8,88.9,22.9,13.1,17.9,88.4,67,2.3,64,0.1,6.5,60.4,80.9,18.9,54847,64952,10.4,87.6,5.7,9.2,8.4,137100,781
5,5127,1,0,0,0,0,0,1,55243,18.10184096,0,11233,7.2,7.4,6.3,6.1,88,0.5,3.4,7,3.2,0.8,4.4,2.2,0.7,69.3,15.9,26.89618074,48.77228389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5131,1,3,3,4,5,12,16,622663,25.69608279,43.75,125744,6.9,7,6.3,5.3,76.6,6.4,4.1,12.3,2.7,0.7,5.2,2.5,1,65.9,9.2,29.88997785,71.01965867,47.1,30.2,23.8,2.54,3.18,4.7,2,31,50.4,2,2.4,14.2,57,57.6,6.3,10.5,31.9,24.3,12.8,6.8,83.1,19.6,11.1,16.7,84.7,56.3,9.4,60.7,0.2,7,54,63.9,12.4,39106,58577,14.8,80.8,16.4,28.9,10.8,112100,614
5,5133,1,0,0,0,0,0,1,84643,11.81432605,100,17058,7.9,7.8,5.5,5,70,4.3,0.4,30.6,3.4,0.7,4.1,1.8,1,73.6,13.2,24.87430537,92.55178493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5135,0,0,1,0,0,1,1,42766,23.38306131,0,17264,6.4,6.3,7.2,7.8,96,0.5,0.3,1.7,2.6,0.7,3.8,2.1,1,67.8,25.1,26.85435842,38.09719934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5137,0,0,0,1,0,1,1,61410,16.28399284,0,12394,6,5.5,7.6,8.1,96.8,0.1,0.4,1.3,2.3,0.7,3.5,1.7,1.1,67.4,20.7,26.19414484,55.3428472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5139,1,1,1,0,1,2,4,202804,19.72347685,50,41639,6.7,6.6,7.2,6.1,63.1,33,0.5,3.5,3.5,0.7,3.7,1.9,1.1,68.2,13.7,31.96986526,39.79904743,49.6,27.2,27.5,2.43,2.93,3.5,1.1,27.3,55.2,3.6,3.6,10.3,59,81.5,5.3,12.2,36.4,21.4,12,5.1,82.5,17,8,22.3,87.1,73.5,2.1,56.4,0,9.1,50.7,68.6,12.2,39300,51880,17.3,84.7,18.1,30.3,14.9,74600,603
5,5141,0,0,0,1,0,1,1,84239,11.87098612,0,17295,5.7,5.9,6.9,7.6,96,0.4,0.3,2.7,2.3,0.8,4.6,2.4,1,66,28.1,22.43589744,35.37326389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5143,1,2,2,5,3,10,13,948097,13.71167718,30.769231,203065,6.8,8,5.2,4.3,79.9,3,2.2,15.5,2.3,0.6,7.2,2.6,0.9,62.9,13,26.81950609,37.08547225,46.6,29,18.7,2.52,3.17,6.1,2.4,35.6,50.2,1.2,2.4,10.6,53,45.3,8.6,8.7,28.2,22,17.2,10.7,82.8,27.9,8.1,11.2,75.2,48.5,11.4,67,0,8.4,59.4,62.5,15.4,40511,58155,10.8,80.9,13.7,21.3,10,143400,685
5,5145,0,0,0,1,0,1,1,382356,2.615363692,0,77076,6.6,8,5.6,5.4,91.4,4,0.5,3.7,2.3,0.7,4.5,2,0.5,70.6,9.7,29.178777,41.74778283,55.7,25.8,27.4,2.5,2.99,3.6,1.3,25.9,59.9,1.8,2.5,10,57,63,5.6,12.1,35.7,21.9,11.9,6.5,82.3,18.4,10.5,16.7,86.7,64.7,2.1,57.4,0.3,7.2,50.8,53.8,15.1,41839,54144,13.1,83.5,14.5,19.2,9,97000,600
5,5149,0,0,1,0,0,1,1,111155,8.996446404,100,22185,7.2,7.1,6,5.7,86.7,1.4,1.3,19.1,3.3,0.8,4.9,2.5,1.3,71.6,15.7,30.84200568,41.16581591,56.5,25.4,32.7,2.8,3.4,4.1,1.2,27.8,56.9,2.6,2.5,10.2,32,N,13.7,13.8,40.1,17.4,9.8,2.5,72.5,12.3,9,20.1,89.7,60.7,13.1,55.3,0,6.7,51.4,74.9,14.2,38130,48400,14,81,16.9,25.9,20.6,103700,519
8,8001,13,5,9,13,9,31,49,1514903,32.34530528,36.734694,441603,7.5,6.8,5.3,4.2,73.3,3.1,3.6,38,3.3,0.9,6.2,2.7,0.8,70.8,5.7,18.46817638,21.63213222,50.9,23.3,18.4,2.94,3.49,6.1,2.3,33.5,51.7,1.7,1.9,11.2,69,41,8.2,10.6,29.8,22.8,14.3,6.2,81.2,20.5,8.3,10.1,81.9,50.4,15.1,71,0.1,10.7,64.2,66.2,11.1,55004,67407,10.5,78.6,10.9,16.6,6.9,184600,965
8,8005,21,19,18,17,19,54,94,2610656,36.00627582,38.297872,572003,7,6.7,6.5,5.2,72.7,10.2,5.1,18.4,2,0.8,5.5,2.4,0.7,65.2,6,15.22669421,28.48745196,47.8,28.9,19.3,2.58,3.2,5.4,2.2,34,52.3,2.1,1.6,10.1,59,33,3.9,4.7,21.1,23.6,25.1,13.2,91.4,38.3,10,9,80.1,38.8,15.3,72,0.4,9,65.8,65.2,12.1,59978,82121,7.8,83.7,8.9,13.2,5.8,228200,964
8,8007,0,0,0,2,0,2,2,62927,31.7828595,50,12084,6,5.5,10.1,10.4,86.4,0.3,0.7,17.8,1.3,0.5,4.9,2.6,0.6,67.6,39.9,17.50632173,37.53644315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8009,0,1,0,0,0,0,1,18113,55.20896594,100,3788,6.4,6.4,7.8,6.8,92.6,0.6,0.2,9.2,1,0.5,2.8,1.8,2.2,61.8,25,10.14370245,31.85703186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8013,3,4,4,9,2,15,22,852269,25.81344622,36.363636,294567,6,7.8,6.7,5.3,87.2,0.9,4.1,13.3,1.1,0.5,9.6,2.7,0.6,57.7,6.1,21.03719759,23.06012917,47.1,28.2,18.6,2.42,2.98,10.3,2.8,40.5,48.9,1,1.6,8.1,48,41,2.9,2.9,13.2,17.5,32.2,25.8,94.2,58.1,6.5,7.7,76.5,32,10.5,70.3,0.1,7.6,65,63.7,14.6,66783,92309,5.3,89,6.8,11.1,5.8,353800,1082
8,8014,2,1,1,0,0,1,4,284944,14.03784603,50,55889,7.2,6.3,6,4.8,86.1,1.1,6.1,11.1,1.4,0.7,4.8,2.1,0.5,69.3,5.4,,,54.7,26.2,19.4,2.64,3.22,5.3,2.2,31.1,56.3,0.5,2.9,9.2,46,N,2.9,2.4,16,22.2,30.7,17.3,94.7,48,9.3,8.3,82.8,42,8.1,73.7,0,7.1,67.5,56.8,14.8,77239,96058,4.4,90.8,5.7,7.2,5.7,276000,1137
8,8031,17,12,20,23,18,61,90,3043769,29.56860392,33.333333,600158,5.1,5.4,5.6,4.7,68.9,10.2,3.4,31.8,2.6,0.6,8.6,3.6,1.1,47.5,7.9,24.94432504,17.53172795,32.8,40.4,18.2,2.27,3.2,9.5,3.5,45.1,39.3,2,2.2,11.4,60,33.1,7,7.7,18.6,18.7,26.2,16.7,85.3,42.8,7.1,9.8,76.4,42.3,16,71.1,0.1,9.5,65.7,62.1,12.2,49049,73299,11.1,82.5,14.7,23.7,7.1,249700,863
8,8035,0,1,0,0,5,5,6,520709,11.52275071,66.666667,285465,8.7,6.6,5.9,4.8,90.2,1.2,3.8,7.5,0.9,0.6,3.1,1.5,0.2,77.5,4.5,12.52419688,22.11324388,65.7,17.5,15.4,2.82,3.21,3.7,1.8,23.4,67.4,0.4,1,7.8,47,25.6,0.9,1.7,14.3,20.5,36.9,17.9,97.4,54.7,9.7,6,85.4,36.9,6.7,75.1,0.1,5.7,67.5,64.5,11.8,98327,117506,2.5,93.8,3.1,3.7,4.1,330100,1237
8,8037,2,1,2,0,0,2,5,266278,18.77736801,20,52197,6.4,5.3,5.9,4.8,83.2,0.7,1,30.1,1.5,0.4,12.3,2.6,0.1,62.3,38.6,14.40092166,32.99111055,51,25.3,12,2.82,3.35,11.6,1.6,37.9,50.6,0.7,0.5,10.4,59,N,6.6,4.7,17.8,16.2,36.7,11.7,88.8,48.4,4.1,4.7,88.2,33.5,19.2,82.2,0.1,6.2,76.7,64.1,8.2,68105,97453,2.6,82.6,7.1,11,41.3,469800,1171
8,8041,16,14,14,9,16,39,69,3044967,22.6603441,43.478261,622263,7.3,7.4,6,4.8,79.8,6.2,2.7,15.1,1.9,0.6,4.9,2,0.7,68,6.7,26.09609019,30.39733889,52.5,26.4,19.5,2.61,3.15,5.5,1.8,32.7,54,1.9,2.1,9.4,61,33.5,1.9,4.2,22.1,26.1,21.5,13.4,93.9,34.9,18.6,11.2,77.4,31.1,7.4,68.8,5.4,10.1,61.3,57.4,18.5,55435,73311,8.8,86,9.5,15.1,6.8,214400,887
8,8043,0,0,0,2,0,2,2,237944,8.405339071,50,46824,5.1,5.1,7.5,6.9,90.2,3.9,0.6,12.3,1.6,0.6,3.8,1.9,18.5,66,13.8,16.8763541,26.79900744,52.3,30.3,34.9,2.13,2.66,3.4,1.8,40,43.7,2,2.7,11.5,50,52.5,7.1,9.7,36.2,24.2,9.9,6.4,83.2,16.2,14.7,17.5,83.2,44,4.7,38.7,0.2,9.6,47,59.5,28.1,39426,49449,12.2,87.6,13.1,25.2,12,158800,698
8,8045,1,0,0,0,1,1,2,170392,11.73764026,50,56389,7.1,6.6,6.7,4.8,82.2,0.7,0.7,28.3,2,0.6,7.2,2.6,0.9,69.7,12.7,24.92604626,29.00293035,55.3,23.8,18,2.74,3.24,6.7,1.3,33.3,53.1,2,1.7,9.9,39,N,6.4,9.1,22.4,25.8,19.6,8.7,84.6,28.3,7.8,9.5,78.5,41.5,14.4,74,0.1,9.3,66.7,55.8,14.8,53992,67096,6.9,69.4,7.8,12,13.3,290300,1112
8,8059,4,15,13,6,9,28,47,2429383,19.34647604,27.659574,534543,6.4,6.6,7.7,6.2,88.4,1.1,2.6,14.3,1.6,0.6,5.5,2.5,1,65.4,5.1,21.64765874,24.49879451,50.7,27.5,22.9,2.43,2.98,5.5,2.3,31.5,54,1,2.3,11.1,46,37.8,1.9,4.8,22,22.6,26.3,14.4,93.3,40.6,10.1,9.3,84.1,46.5,6.2,69.9,0.1,8.2,65.2,69.3,14.8,67060,84530,5.7,87.9,6.2,10.5,5,259500,955
8,8069,0,7,0,2,2,4,11,1215344,9.050935373,27.272727,299630,5.9,7.6,6.8,5.6,90.5,0.8,1.9,10.6,1.3,0.5,8.5,2.6,0.7,62.3,9.4,19.93402367,25.60046669,51.2,25.3,21.4,2.45,2.95,8.5,2.5,35.9,52.7,0.6,2,8.8,50,53.6,2,3.4,18.6,23,27.4,16.7,94.7,44.2,9.4,9.1,79.1,39.8,5,69,0.1,8.9,63.5,65,18.2,56274,73196,6.8,87.7,7.4,11.7,9.4,243700,955
8,8075,4,1,0,0,0,0,5,108609,46.03670046,60,22709,5.8,7.5,6.6,5.3,89,4,0.6,15.6,1.6,0.3,4.5,2,15.2,63.3,10.4,16.75332178,30.20190222,52.8,29.1,28.1,2.77,3.45,4.2,1.8,39.2,46.7,0.9,1.2,11.9,29,N,4.5,7.1,35.5,23.1,9.2,6.6,88.5,15.7,10.9,11.7,80.3,60.8,7.5,67.7,0.2,11.3,61.1,62.9,16.5,41740,60221,12.4,80.8,10.6,21.1,12.6,124600,593
8,8077,5,2,2,6,2,10,17,695228,24.45240986,29.411765,146723,6.3,7,7,5.9,89.4,0.6,0.8,13.3,2,0.7,6.1,2.6,1,66.4,7.3,25.84257564,28.81562882,50.8,27.9,28,2.45,2.99,5.9,2.5,31,53.4,1.4,2.9,11.2,69,44.5,2.8,7.1,29.9,25.9,16.2,8.4,90.1,24.5,13.2,12.8,82,46.3,4,63.7,0,9.4,58,60.9,14.2,47531,64280,10.9,82.7,10.2,17.5,6.8,206100,821
8,8081,0,0,1,0,1,2,2,69190,28.90591126,0,13795,7.1,6.6,7.5,5.1,90,0.3,0.6,14.4,1.8,0.6,5,2.7,0.6,68.1,11.8,20.38256507,34.38243851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8085,0,0,1,2,0,3,3,207068,14.48799428,0,41276,7.1,6.3,7.3,6.7,86.7,0.4,0.6,19.7,2.1,0.6,4.2,2,0.8,69.5,9.7,25.96920794,26.39237331,56.6,25.2,31.1,2.38,2.79,5.4,2,21.8,64.1,2.4,1.9,9.8,52,60.8,6.3,6.4,32.1,23.7,13.8,11.1,87.3,24.9,11.1,14.8,83.3,44.5,7,61.7,0.1,12.3,55.7,64.6,16.2,45078,55507,13,79.7,12.1,19.8,7.1,197700,812
8,8087,0,2,0,0,0,0,2,137138,14.58384984,50,28159,7.8,7.3,5.9,4.8,79.4,2.9,0.5,33.8,2.8,0.7,4.5,2,1.9,70,10.4,20.57998129,27.80402214,51.2,25.1,25,2.65,3.16,4.5,1.6,29.9,53.4,3.4,2.2,11.1,95,65.6,14,8,30.9,24,8.5,4.5,78,13.1,7.8,10,79.5,57.9,13.7,66.3,0,7.1,60.3,72.6,15.7,42996,53193,9.9,81.1,10.4,15.6,8.7,136900,679
8,8089,3,0,0,0,0,0,3,80947,37.06128701,66.666667,18831,6.7,7.7,7.2,6.2,78.5,0.8,0.8,40.3,2.9,0.7,4.2,2.4,1.1,65.1,13.8,27.06417169,27.04382965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8097,0,0,0,1,0,1,1,52589,19.01538345,0,17148,5,4.5,8.7,7.7,93.5,0.5,1.2,9.1,0.5,0.2,11.3,3.3,0.1,47.9,37.1,29.53156823,54.45901167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8099,1,0,0,0,0,0,1,64187,15.57947871,100,12551,7.4,7.7,6.8,5.8,81,0.5,0.3,35.2,2.6,0.6,3.7,2.4,1,67.9,16.9,20.16419415,34.55284553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8101,0,0,0,0,3,3,3,480101,6.248685172,100,159063,6.8,7.3,6.9,6.1,79.4,2,0.8,41.4,3.1,0.7,5.2,2.7,2,65.6,9.4,22.77118631,20.75433231,44,31.3,27.9,2.5,3.16,6.1,2.5,34.3,48.2,1.9,2.8,12.8,57,57.2,4.8,8.8,29,26,13.4,7.3,86.4,20.7,12.7,16.7,82.2,64.6,3.7,58.9,0.3,12.1,54.8,65.5,20.1,40617,53481,17.5,85.8,14.2,24.3,10.5,136400,722
8,8107,1,0,1,0,0,1,2,106309,18.81308262,50,23509,5.9,5.8,8.7,6.5,94.8,0.4,0.6,6.8,0.7,0.3,9.4,3.4,0.1,60.7,39.3,24.40428226,36.99186992,53.1,25.5,15.2,2.37,2.77,7.3,2.6,35.5,52.3,1,0.8,10.4,51,N,0.4,2,17.8,25,28.8,16.5,97.6,45.3,7.3,7.9,81.5,39.4,2.6,76.2,0.1,8,72.3,70.9,10.6,60965,81849,3.6,86.7,7.5,6.8,40.5,387400,1145
8,8117,0,2,0,0,2,2,4,127725,31.31728323,100,27994,4.3,4.3,7.1,5.7,89.7,0.8,1,14.2,0.9,0.2,15,3.4,0.2,55.8,60.6,19.66442236,44.96268657,45.7,28.1,13.7,2.28,2.83,12.5,2.9,44.6,48.3,0.1,0.9,6,67,N,2.1,1.5,15.4,24.7,33,16.3,96.5,49.3,6.8,4.6,78.4,24.4,11.8,80,0,6.8,71.9,70.1,11.1,60577,76462,3,78.5,7.8,11.8,59.6,442800,1117
8,8121,0,0,0,0,1,1,1,23092,43.30504071,0,4814,6.8,6.7,7.5,6,95.3,0.6,0.2,8.5,2.3,0.5,2.8,1.3,3.8,65.3,18.7,18.17463453,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8123,6,1,2,5,3,10,17,993448,17.1121186,35.294118,252825,7.4,7.9,5.9,4.7,82.9,1,1.2,28.4,2.5,0.7,5.7,2.3,1,71.6,7.2,19.90721215,22.07622029,56.5,22.1,19.7,2.78,3.25,6,2.1,30.3,55.7,1.5,1.9,10.5,73,45.9,6.7,7.9,26.8,24.5,17.3,8.2,85.4,25.6,9.2,10.2,81.5,54,8.5,67.5,0.1,7.9,61.1,54.4,13.7,54459,68829,9.6,84.1,10.1,16.2,6.3,191600,835
9,9001,4,6,5,5,3,13,23,3358471,6.848354504,65.217391,916829,7.3,6.8,6.4,5.3,74.8,10.8,4.6,16.9,1.7,1.1,5.2,1.9,1,69.4,7.1,11.26250567,20.73314661,52.8,26.5,26.5,2.74,3.34,4.8,1.7,34.8,53.8,1.2,2.6,7.6,47,22.8,5.2,5.5,23,15.6,25.6,19.4,89.3,44.9,6,8.9,88.5,43.6,20.1,68.4,0,10.2,61.6,60.3,9.9,79705,129055,8.6,88.6,6.6,9.8,8.2,429400,1272
9,9003,5,6,9,3,5,17,28,2149695,13.02510356,60.714286,894014,6.7,6.9,6.7,5.7,72.4,13.3,4.2,15.3,1.9,1,5.2,2.7,1.7,64.9,6.3,14.45304491,19.1581574,45.1,29.2,26.7,2.49,3.1,5,2.4,37.7,48.7,1.5,2.8,9.3,53,36.1,4.8,7.2,27.5,18.1,19.8,14.8,88,34.6,7.8,11.7,87.2,56.8,14.8,67.7,0,10.9,63.4,73.5,14.4,63136,84713,13.4,91.6,9.1,14.4,6.9,242200,952
9,9005,2,2,0,0,0,0,4,588511,6.796814333,50,189927,6.6,6.4,8,6.9,93.9,1.3,1.5,4.5,1.2,1,4.8,2.7,0.8,67.2,12.5,10.79619065,22.56917065,53.7,27.7,28.9,2.45,2.99,4.6,2.1,30.4,56.5,1,2.8,9.5,33,27.7,3,5.9,29.4,19.3,20,13.5,91.1,33.5,10,10,91.1,65.8,7,69.6,0,8.7,65.5,73,13,69138,89165,6.6,92.8,3.9,7.1,13.4,264100,925
90,9007,2,0,2,0,0,2,4,422529,9.466805829,50,165676,6.3,6.5,7.6,6.6,89.2,4.7,2.6,4.7,1.1,1,5,2.8,1.1,65.1,10.2,14.46145435,21.86151792,53.3,27,27.5,2.41,2.94,4.8,2.7,32.1,54.1,0.8,3.1,9.9,35,26.1,1.8,4.6,28.3,18.6,21.8,16.8,93.7,38.6,9,9.2,89.9,63.7,7.4,68.9,0.1,7.3,64,75.1,13.6,75225,96171,5.6,92.4,4.1,7.1,12,293100,1026
90,9009,11,8,14,6,1,21,40,2466991,16.21408428,75,862477,6.5,7.2,6.5,5.7,74.8,12.7,3.5,15,2,1.2,5.5,2.7,1.2,64.5,7.6,14.90480005,16.65089563,45.3,29.2,27,2.54,3.18,5.2,2.4,39.2,47.8,1,2.8,9.2,47,33.3,4.8,7,30.4,18.1,17.4,15.1,88.2,32.5,7.7,11.4,88,61.9,11.9,67.2,0.1,11.4,63.6,70.3,13.6,60105,80395,13.9,91.1,10,16.3,9.3,255600,1042
90,9011,5,4,1,5,4,10,19,521194,36.45475581,52.631579,274055,6.3,6.8,7,5.8,82.2,5.8,4.2,8.5,1.6,0.9,5.8,3,2,65.3,11.5,18.40164246,22.38754956,48.2,29.1,26.9,2.44,3.03,5.4,2.9,34.8,49.9,1.3,2.7,11.3,45,40.4,2.9,6.3,31.8,20.2,16.5,14.3,90.7,30.8,12.4,12.2,85.6,51.9,8.6,67.9,3,9,62.6,75.1,15.9,65499,82793,10.8,92.3,6,9.6,11.6,252600,974
90,9013,0,0,0,0,2,2,2,211107,9.473868702,0,152691,6.3,9.1,6.7,5.5,89.8,3.3,3.4,4.3,1,0.7,5.7,2.5,2.6,67.4,6,16.56197358,15.91437678,55.7,24.9,24.1,2.52,3.01,5.6,2.9,39.2,49.8,0.9,1.8,8.4,36,40.4,1.8,4.7,27.7,18.1,19.6,17.2,93.5,36.8,9.5,8.3,86.2,60.6,6.9,67.9,0.1,8,66,71.1,23,79105,91839,5,94.9,3.5,5.8,6.1,253300,1015
90,9015,1,2,0,1,0,1,4,194349,20.58153116,50,118428,6.5,7.8,6.8,5.6,89.6,2.2,1.2,9.6,1.7,0.9,6.8,3.5,1.3,67.7,8.7,16.46712704,19.81837607,50.9,26,24,2.57,3.07,6.8,3.1,36.1,50.2,1.9,2.1,9.7,48,47.4,4.3,8.1,38,19.2,13.1,9.3,87.6,22.4,11.7,11.5,87.6,56.8,4.7,68.3,0.3,11,64.3,79.6,16.8,57628,71624,15.5,91.7,9.2,16.3,10.3,212500,848
10,10001,14,13,14,14,4,32,59,787031,74.96528091,33.898305,162310,6.9,7.6,5.8,5.5,67.8,24,2,5.8,2.8,0.9,5.9,2.8,0.6,70.2,7.7,24.34223595,22.63213906,49.7,25,27.4,2.81,3.39,5.8,2.5,34.5,49.2,2.2,3.4,10.7,58,31.6,4.3,10.4,34,21.6,13.2,7.8,85.3,21,15.6,13.1,86.5,44.8,4.5,63.7,2,11.1,59,67.6,23.3,54413,64096,15.6,92,8.9,14.6,13.7,202500,962
