victim.age,hour.group,offenderage.group,type,relationship.group,division.name,loc.group,nonrelatives,relover65,rent,college,samehouse,employed,income,pop,target.harm
15,Afternoon,<20,MultVO,Unknown,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
2,Afternoon,>50,SingleVO,Unknown,South Atlantic,Shopping,7.2,0.8,766,31.4,86,57.7,44296,116672,0
1,Afternoon,40-50,MultOff,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
17,Night,40-50,SingleVO,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
13,Afternoon,30-40,MultVic,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
14,Afternoon,20-30,SingleVO,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,0
1,Night,20-30,SingleVO,Parent,South Atlantic,Shopping,7.2,0.8,766,31.4,86,57.7,44296,116672,0
16,Morning,20-30,SingleVO,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,0
11,Afternoon,30-40,MultOff,Parent,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
16,Afternoon,20-30,MultOff,Unknown,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
13,Morning,20-30,SingleVO,Known,South Atlantic,Unknown,7.2,0.8,766,31.4,86,57.7,44296,116672,0
1,Afternoon,>50,MultOff,Family,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
14,Night,<20,MultOff,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
11,Afternoon,30-40,MultOff,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
11,Afternoon,30-40,SingleVO,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,0
14,Early,20-30,SingleVO,Unknown,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
16,Early,<20,MultOff,Stranger,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
11,Early,20-30,SingleVO,Unknown,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,0
10,Afternoon,40-50,SingleVO,Unknown,South Atlantic,Shopping,7.2,0.8,766,31.4,86,57.7,44296,116672,0
4,Afternoon,>50,SingleVO,Parent,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
16,Night,<20,MultOff,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
9,Afternoon,20-30,SingleVO,Stranger,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
16,Afternoon,40-50,MultOff,Unknown,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
14,Night,<20,MultOff,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
15,Morning,<20,MultOff,Family,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
15,Afternoon,<20,MultVO,Family,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
15,Afternoon,<20,MultVO,Unknown,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
16,Night,20-30,MultOff,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
2,Night,20-30,SingleVO,Parent,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,0
1,Night,20-30,SingleVO,Parent,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
16,Afternoon,20-30,SingleVO,Stranger,South Atlantic,Unknown,7.2,0.8,766,31.4,86,57.7,44296,116672,1
12,Night,30-40,SingleVO,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
12,Afternoon,30-40,MultVic,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
1,Early,30-40,SingleVO,Family,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
16,Early,<20,MultOff,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
7,Afternoon,20-30,MultVic,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
12,Morning,20-30,SingleVO,Known,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
7,Morning,20-30,SingleVO,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
7,Afternoon,20-30,MultVic,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
10,Night,<20,SingleVO,Family,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
11,Afternoon,<20,MultOff,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
13,Afternoon,30-40,MultVic,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,1
15,Night,20-30,SingleVO,Unknown,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
15,Morning,20-30,SingleVO,Stranger,South Atlantic,Road/transit,7.2,0.8,766,31.4,86,57.7,44296,116672,0
15,Afternoon,<20,MultVO,Known,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,1
9,Afternoon,20-30,SingleVO,Unknown,South Atlantic,Home,7.2,0.8,766,31.4,86,57.7,44296,116672,0
14,Night,20-30,SingleVO,Known,South Atlantic,Unknown,6.3,0.7,780,27,81.3,62.5,45405,315335,1
14,Early,20-30,MultOff,Stranger,South Atlantic,School,6.3,0.7,780,27,81.3,62.5,45405,315335,1
14,Morning,20-30,SingleVO,Parent,South Atlantic,Home,6.3,0.7,780,27,81.3,62.5,45405,315335,0
14,Early,20-30,MultOff,Known,South Atlantic,School,6.3,0.7,780,27,81.3,62.5,45405,315335,1
13,Afternoon,40-50,SingleVO,Known,South Atlantic,School,6.3,0.7,780,27,81.3,62.5,45405,315335,1
14,Early,20-30,MultOff,Stranger,South Atlantic,School,6.3,0.7,780,27,81.3,62.5,45405,315335,1
13,Night,30-40,SingleVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,11173,0
10,Night,30-40,SingleVO,Parent,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,11173,1
16,Afternoon,30-40,SingleVO,Known,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
16,Morning,20-30,MultOff,Known,South Atlantic,Road/transit,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
16,Morning,<20,MultOff,Known,South Atlantic,Road/transit,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
10,Night,30-40,MultVic,Parent,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
16,Afternoon,20-30,MultOff,Stranger,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
1,Afternoon,30-40,MultVic,Parent,South Atlantic,Unknown,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
15,Afternoon,>50,SingleVO,Stranger,South Atlantic,Unknown,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
17,Night,20-30,SingleVO,Known,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
1,Afternoon,20-30,SingleVO,Parent,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
2,Night,30-40,MultVic,Parent,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
12,Morning,20-30,SingleVO,Stranger,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
2,Afternoon,20-30,SingleVO,Parent,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
11,Night,Unknown,SingleVO,Unknown,South Atlantic,Road/transit,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
8,Afternoon,20-30,SingleVO,Unknown,South Atlantic,Unknown,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
16,Afternoon,30-40,MultOff,Stranger,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,1
5,Night,40-50,SingleVO,Family,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
3,Afternoon,30-40,MultVic,Parent,South Atlantic,Unknown,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
3,Afternoon,30-40,SingleVO,Unknown,South Atlantic,Home,6.6,0.7,786,26.7,80.7,59.4,50178,75403,0
12,Afternoon,40-50,SingleVO,Stranger,South Atlantic,Road/transit,6.4,0.6,638,26.6,83,55.7,41462,25748,0
3,Night,40-50,SingleVO,Parent,South Atlantic,Home,6.4,0.6,638,26.6,83,55.7,41462,25748,0
17,Afternoon,20-30,SingleVO,Stranger,South Atlantic,Road/transit,7.5,0.8,862,24.8,84.4,62.8,51055,99193,0
11,Night,20-30,SingleVO,Stranger,South Atlantic,Road/transit,7.5,0.8,862,24.8,84.4,62.8,51055,99193,0
13,Morning,Unknown,SingleVO,Stranger,South Atlantic,Road/transit,7.5,0.8,862,24.8,84.4,62.8,51055,99193,0
5,Night,40-50,SingleVO,Known,South Atlantic,Home,7.5,0.8,862,24.8,84.4,62.8,51055,99193,1
1,Night,20-30,SingleVO,Parent,South Atlantic,Home,4.2,1,893,15.6,88.3,65.2,66288,49875,0
1,Night,20-30,MultOff,Parent,South Atlantic,Home,4.2,1,893,15.6,88.3,65.2,66288,49875,1
1,Night,40-50,MultOff,Stranger,South Atlantic,Home,4.2,1,893,15.6,88.3,65.2,66288,49875,1
14,Night,30-40,SingleVO,Parent,South Atlantic,Home,4.2,1,893,15.6,88.3,65.2,66288,49875,0
2,Morning,20-30,MultVic,Known,South Atlantic,Home,5.4,1.1,968,19.7,90.3,69,59707,166158,0
4,Morning,20-30,MultVic,Known,South Atlantic,Home,5.4,1.1,968,19.7,90.3,69,59707,166158,0
1,Morning,30-40,SingleVO,Parent,South Atlantic,Home,5.4,1.1,968,19.7,90.3,69,59707,166158,0
14,Morning,<20,SingleVO,Stranger,South Atlantic,School,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,0
16,Afternoon,<20,MultVO,Known,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
16,Afternoon,<20,MultVO,Known,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
16,Afternoon,<20,MultVO,Stranger,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
16,Afternoon,<20,MultVO,Known,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
16,Afternoon,<20,MultVO,Stranger,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
8,Morning,30-40,SingleVO,Parent,South Atlantic,Home,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,0
5,Morning,20-30,SingleVO,Parent,South Atlantic,Home,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,0
3,Night,30-40,MultVic,Parent,South Atlantic,Home,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
5,Night,30-40,MultVic,Parent,South Atlantic,Home,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
12,Night,30-40,SingleVO,Stranger,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,0
16,Afternoon,<20,MultVO,Known,South Atlantic,Road/transit,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
8,Night,30-40,MultVic,Known,South Atlantic,Home,5.8,0.7,1113,17.9,85.3,67.4,70723,82888,1
13,Night,30-40,SingleVO,Stranger,South Atlantic,Home,7.5,1.2,857,18.5,85.4,64.8,48225,626667,1
15,Afternoon,40-50,MultOff,Known,South Atlantic,Road/transit,7.5,1.2,857,18.5,85.4,64.8,48225,626667,1
3,Night,20-30,SingleVO,Parent,South Atlantic,Home,7.5,1.2,857,18.5,85.4,64.8,48225,626667,0
15,Afternoon,Unknown,MultOff,Unknown,South Atlantic,Road/transit,7.5,1.2,857,18.5,85.4,64.8,48225,626667,1
17,Afternoon,Unknown,SingleVO,Known,South Atlantic,Home,7.5,1.2,857,18.5,85.4,64.8,48225,626667,0
15,Morning,>50,MultVic,Parent,South Atlantic,Home,4.1,0.9,549,21,89.7,53.4,35335,25417,0
8,Morning,>50,MultVic,Parent,South Atlantic,Home,4.1,0.9,549,21,89.7,53.4,35335,25417,0
1,Afternoon,<20,MultVic,Parent,South Atlantic,Road/transit,4.1,0.9,549,21,89.7,53.4,35335,25417,1
8,Afternoon,Unknown,SingleVO,Stranger,South Atlantic,Home,4.1,0.9,549,21,89.7,53.4,35335,25417,0
10,Afternoon,<20,MultVic,Known,South Atlantic,Road/transit,4.1,0.9,549,21,89.7,53.4,35335,25417,1
14,Early,20-30,MultVO,Known,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
16,Early,<20,MultVO,Known,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
2,Afternoon,Unknown,SingleVO,Family,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,0
17,Night,>50,MultVic,Stranger,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
16,Night,>50,MultVic,Stranger,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
14,Early,20-30,MultVO,Known,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
17,Night,40-50,SingleVO,Known,South Atlantic,Road/transit,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
16,Early,20-30,MultVO,Known,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
16,Early,20-30,MultVO,Known,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
14,Early,<20,MultVO,Known,South Atlantic,Home,3.6,0.8,708,22.1,86.9,57.1,43555,160099,1
14,Afternoon,40-50,MultOff,Stranger,South Atlantic,School,4.9,0.8,682,21.6,85.65,62.3,44804.5,10419,0
15,Morning,Unknown,SingleVO,Unknown,South Atlantic,Road/transit,4.9,0.8,682,21.6,85.65,62.3,44804.5,10419,0
14,Morning,Unknown,SingleVO,Unknown,South Atlantic,Home,4.9,0.8,682,21.6,85.65,62.3,44804.5,10419,0
14,Afternoon,40-50,MultOff,Stranger,South Atlantic,School,4.9,0.8,682,21.6,85.65,62.3,44804.5,10419,0
4,Night,20-30,MultVic,Parent,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,1
0.5,Afternoon,40-50,SingleVO,Parent,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,0
0.5,Morning,20-30,SingleVO,Family,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,0
2,Night,20-30,MultVic,Parent,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,1
11,Afternoon,>50,SingleVO,Known,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,1
0.1,Afternoon,>50,SingleVO,Family,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,0
4,Afternoon,40-50,SingleVO,Family,South Atlantic,Park/outdoor,3.8,0.9,658,20.4,86.4,58.7,40044,187126,1
5,Night,20-30,MultVic,Parent,South Atlantic,Home,3.8,0.9,658,20.4,86.4,58.7,40044,187126,1
1,Morning,20-30,MultOff,Unknown,South Atlantic,Other,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
15,Night,Unknown,SingleVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
2,Afternoon,30-40,MultOff,Family,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
10,Afternoon,20-30,SingleVO,Parent,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
16,Night,30-40,MultVic,Stranger,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
2,Afternoon,20-30,MultOff,Parent,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
17,Night,>50,SingleVO,Unknown,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
14,Afternoon,Unknown,MultOff,Unknown,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
13,Night,20-30,MultOff,Stranger,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
14,Early,20-30,MultVic,Stranger,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
7,Afternoon,30-40,SingleVO,Parent,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
1,Night,30-40,SingleVO,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
2,Night,40-50,MultVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
12,Afternoon,30-40,SingleVO,Stranger,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
9,Afternoon,>50,MultVic,Family,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
1,Early,20-30,MultVO,Parent,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
14,Morning,<20,MultVO,Known,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
17,Night,30-40,MultVic,Parent,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
13,Night,20-30,MultOff,Stranger,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
5,Night,40-50,MultVO,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
17,Night,Unknown,SingleVO,Stranger,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
3,Night,40-50,MultVO,Family,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
5,Night,40-50,MultVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
15,Night,30-40,SingleVO,Parent,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
17,Night,Unknown,MultOff,Unknown,South Atlantic,Park/outdoor,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
2,Morning,20-30,SingleVO,Stranger,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
16,Morning,<20,MultVO,Known,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Morning,<20,MultVO,Known,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
15,Early,20-30,MultVic,Stranger,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
14,Morning,20-30,SingleVO,Stranger,South Atlantic,School,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
15,Morning,30-40,SingleVO,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
17,Night,Unknown,MultOff,Unknown,South Atlantic,Park/outdoor,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
1,Morning,<20,SingleVO,Known,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
17,Night,Unknown,MultVO,Stranger,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
3,Early,20-30,MultVO,Parent,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
9,Early,20-30,MultVic,Stranger,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
15,Morning,40-50,MultVic,Known,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Night,Unknown,MultVO,Stranger,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
12,Morning,40-50,MultVic,Known,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
17,Night,Unknown,MultOff,Unknown,South Atlantic,Park/outdoor,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
14,Afternoon,<20,MultOff,Unknown,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
16,Night,20-30,MultVO,Stranger,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
17,Night,20-30,MultVO,Stranger,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Afternoon,<20,SingleVO,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
1,Early,Unknown,MultVO,Parent,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
14,Morning,<20,MultVO,Known,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
10,Afternoon,>50,MultVic,Known,South Atlantic,Shopping,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
3,Early,Unknown,MultVO,Parent,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
13,Night,30-40,MultOff,Stranger,South Atlantic,Unknown,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Afternoon,<20,MultOff,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
2,Afternoon,20-30,SingleVO,Parent,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
4,Night,30-40,SingleVO,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Night,30-40,SingleVO,Parent,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Afternoon,30-40,SingleVO,Stranger,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
10,Afternoon,Unknown,SingleVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
16,Morning,<20,MultVO,Known,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
17,Morning,20-30,SingleVO,Stranger,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
14,Afternoon,30-40,SingleVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
3,Night,40-50,MultVO,Unknown,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
2,Morning,30-40,SingleVO,Family,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
2,Night,40-50,MultVO,Family,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
16,Afternoon,<20,MultOff,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
10,Morning,40-50,SingleVO,Stranger,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
10,Night,>50,SingleVO,Known,South Atlantic,Home,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
1,Morning,20-30,MultOff,Unknown,South Atlantic,Other,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,0
14,Morning,<20,MultVO,Known,South Atlantic,Road/transit,4.9,0.9,682,21.6,85.65,62.3,44804.5,15987,1
8,Morning,30-40,MultVic,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
0.5,Morning,<20,SingleVO,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
2,Morning,30-40,SingleVO,Family,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
9,Night,40-50,MultOff,Unknown,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
12,Unknown,20-30,SingleVO,Parent,South Atlantic,Shopping,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
16,Afternoon,20-30,SingleVO,Stranger,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
10,Morning,30-40,SingleVO,Parent,South Atlantic,Road/transit,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
2,Morning,30-40,MultVic,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
7,Afternoon,20-30,SingleVO,Known,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
14,Morning,40-50,SingleVO,Family,South Atlantic,Unknown,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
7,Afternoon,20-30,SingleVO,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
1,Afternoon,20-30,SingleVO,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
15,Night,30-40,MultOff,Unknown,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,1
9,Night,>50,MultOff,Unknown,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
5,Night,>50,MultVic,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
6,Afternoon,20-30,SingleVO,Family,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
11,Afternoon,30-40,MultOff,Unknown,South Atlantic,School,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
11,Afternoon,30-40,MultOff,Parent,South Atlantic,School,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
15,Unknown,<20,SingleVO,Known,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,1
2,Afternoon,30-40,SingleVO,Stranger,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
12,Afternoon,40-50,SingleVO,Stranger,South Atlantic,Shopping,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
3,Night,20-30,SingleVO,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
15,Night,<20,SingleVO,Known,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
15,Night,<20,MultOff,Unknown,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,1
1,Night,>50,SingleVO,Known,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
3,Afternoon,40-50,SingleVO,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
8,Afternoon,20-30,SingleVO,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
7,Night,>50,MultVic,Parent,South Atlantic,Home,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
17,Afternoon,<20,SingleVO,Known,South Atlantic,Unknown,5.2,0.8,640,20.9,91.9,56.5,35189,22621,0
17,Early,<20,MultOff,Known,South Atlantic,Home,5,0.7,995,20.5,81.2,58.5,56369,162233,1
17,Early,20-30,MultOff,Known,South Atlantic,Home,5,0.7,995,20.5,81.2,58.5,56369,162233,1
6,Afternoon,30-40,MultVic,Parent,South Atlantic,Home,5,0.7,995,20.5,81.2,58.5,56369,162233,0
9,Afternoon,30-40,MultVic,Known,South Atlantic,Home,5,0.7,995,20.5,81.2,58.5,56369,162233,0
